"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin"
"815","Hummingbird","Ocumare, Cumboto",1097,2013,"70%","Canada",3.25,"Trinitario, Criollo","Venezuela"
"816","Hummingbird","Amazonas",1097,2013,"70%","Canada",3.75,"Forastero","Venezuela"
"817","Idilio (Felchlin)","Chuao, Venezuela",1085,2013,"72%","Switzerland",3.75,"Trinitario","Venezuela"
"818","Idilio (Felchlin)","Coopertiva Amazona",725,2011,"72%","Switzerland",3.75,"Criollo","Venezuela"
"819","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,"72%","Switzerland",3.75," ","Venezuela"
"820","Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,"72%","Switzerland",3.25,"Criollo","Venezuela"
"821","Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,"72%","Switzerland",3.75,"Criollo","Venezuela"
"822","Idilio (Felchlin)","Porcelana, Zulia",733,2011,"74%","Switzerland",4,"Criollo","Venezuela"
"823","Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,"72%","Switzerland",3.5,"Criollo","Venezuela"
"824","Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,"70%","Switzerland",4,"Trinitario","Venezuela"
"825","Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,"72%","Switzerland",4,"Criollo","Venezuela"
"826","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,"72%","Switzerland",4," ","Venezuela"
"827","Indah","India (south)",1788,2016,"61%","India",2.5," ","India"
"828","Indaphoria","La Red",821,2012,"70%","U.S.A.",3.25," ","Dominican Republic"
"829","Indaphoria","Conacado, Manifesto",907,2012,"70%","U.S.A.",2.75," ","Dominican Republic"
"830","Indi","Honduras",1255,2014,"77%","U.S.A.",3," ","Honduras"
"831","iQ Chocolate","Satipo region, white label",943,2012,"72%","Scotland",2.75,"Criollo","Peru"
"832","iQ Chocolate","black label",943,2012,"72%","Scotland",3," ","Peru"
"833","Isidro","Madagascar",1275,2014,"72%","U.S.A.",3.5,"Trinitario","Madagascar"
"834","Isidro","Peru",1279,2014,"72%","U.S.A.",2.25," ","Peru"
"835","Isidro","Belize",1279,2014,"72%","U.S.A.",3.25,"Trinitario","Belize"
"836","Isidro","Dominican Republic",1279,2014,"72%","U.S.A.",3.25," ","Dominican Republic"
"837","Izard","Maya Mountain, Toledo, Batch 29",1542,2015,"70%","U.S.A.",3.5,"Trinitario","Belize"
"838","Izard","Elvesia P., Batch 32",1546,2015,"70%","U.S.A.",2.75," ","Dominican Republic"
"839","Jacque Torres","Trinatario Treasure",5,2006,"71%","U.S.A.",2,"Trinitario","Ghana"
"840","Jordis","Madagascar",1534,2015,"63%","Czech Republic",2.75,"Trinitario","Madagascar"
"841","Just Good Chocolate","Belize",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Belize"
"842","Just Good Chocolate","Madagascar",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Madagascar"
"843","Just Good Chocolate","Peru",1375,2014,"70%","U.S.A.",4," ","Peru"
"844","Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,"70%","Domincan Republic",3.5," ","Dominican Republic"
"845","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"82%","Domincan Republic",3," ","Dominican Republic"
"846","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"55%","Domincan Republic",3.25," ","Dominican Republic"
"847","Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,"62%","Domincan Republic",3.25," ","Dominican Republic"
"848","Kakao","Peru",837,2012,"64%","Germany",2.5," ","Peru"
"849","Kakao","Vanuatu",387,2009,"65%","Germany",3.75,"Trinitario","Vanuatu"
"850","Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,"70%","Ecuador",3," ","Ecuador"
"851","Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,"70%","Ecuador",3.5," ","Ecuador"
"852","Kallari (Ecuatoriana)","Roberto",245,2008,"75%","Ecuador",2.75," ","Ecuador"
"853","Kallari (Ecuatoriana)","Diego/ original micro",248,2008,"85%","Ecuador",2.5," ","Ecuador"
"854","Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,"85%","Ecuador",2.75," ","Ecuador"
"855","Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,"85%","Ecuador",3," ","Ecuador"
"856","Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,"75%","Ecuador",2.5," ","Ecuador"
"857","Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,"85%","Ecuador",3," ","Ecuador"
"858","Kaoka (Cemoi)","Ecuador",423,2009,"80%","France",2.75," ","Ecuador"
"859","Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,"70%","U.S.A.",3.75," ","Dominican Republic"
"860","Ki' Xocolatl","Dark",431,2009,"72%","Mexico",2," ","Mexico"
"861","Kiskadee","La Red, Guanconjeco",1251,2014,"60%","U.S.A.",3,"Trinitario","Dominican Republic"
"862","Kto","San Martin",1422,2014,"72%","U.S.A.",2.5," ","Peru"
"863","Kto","Ocumare",1422,2014,"72%","U.S.A.",2.75," ","Venezuela"
"864","Kto","Belize",1422,2014,"72%","U.S.A.",3,"Trinitario","Belize"
"865","Kto","Sambirano Valley",1422,2014,"72%","U.S.A.",3.25,"Trinitario","Madagascar"
"866","Kto","Belize",1426,2014,"90%","U.S.A.",3.25,"Trinitario","Belize"
"867","Kto","Elvesia",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic"
"868","Kto","ROIG",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic"
"869","K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,"70%","U.S.A.",3.25," ","Haiti"
"870","K'ul","Maranon, Fortunato No. 4",1852,2016,"70%","U.S.A.",2.75,"Forastero (Nacional)","Peru"
"871","K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,"70%","U.S.A.",3.75," ","Ecuador"
"872","K'ul","Bahia, Fazenda Camboa",1852,2016,"70%","U.S.A.",3.75,"Forastero","Brazil"
"873","Kyya","Uganda",1359,2014,"72.5%","U.S.A.",2.5,"Forastero","Uganda"
"874","Kyya","Hispaniola",1359,2014,"72.5%","U.S.A.",3," ","Dominican Republic"
"875","Kyya","Ecuador",1363,2014,"72.5%","U.S.A.",2.5," ","Ecuador"
"876","Kyya","Madagascar",1363,2014,"72.5%","U.S.A.",3,"Trinitario","Madagascar"
"877","L.A. Burdick (Felchlin)","Peru",891,2012,"74%","U.S.A.",3.25," ","Peru"
"878","L.A. Burdick (Felchlin)","Brazil",891,2012,"70%","U.S.A.",4," ","Brazil"
"879","L.A. Burdick (Felchlin)","Chuao",927,2012,"68%","U.S.A.",3.75,"Trinitario","Venezuela"
"880","L.A. Burdick (Felchlin)","Quito",682,2011,"74%","U.S.A.",3.75," ","Ecuador"
"881","L.A. Burdick (Felchlin)","Grenada",576,2010,"75%","U.S.A.",3.25,"Trinitario","Grenada"
"882","L.A. Burdick (Felchlin)","Dominican Republic",576,2010,"74%","U.S.A.",3.75," ","Dominican Republic"
"883","L.A. Burdick (Felchlin)","Venzuela",597,2010,"71%","U.S.A.",3," ","Venezuela"
"884","L.A. Burdick (Felchlin)","Madagascar",431,2009,"64%","U.S.A.",3.5,"Trinitario","Madagascar"
"885","L.A. Burdick (Felchlin)","Bolivian",451,2009,"68%","U.S.A.",3," ","Bolivia"
"886","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,"70%","Japan",2.25,"Trinitario, Criollo","Peru"
"887","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,"70%","Japan",2.5,"Trinitario, Criollo","Peru"
"888","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,"70%","Japan",3,"Criollo","Peru"
"889","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,"70%","Japan",3,"Trinitario, Criollo","Belize"
"890","La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,"74%","France",2.75," ","Africa, Carribean, C. Am."
"891","La Maison du Chocolat (Valrhona)","Tobago",1145,2013,"60%","France",3.25," ","Tobago"
"892","La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,"56%","France",3.25," ","Ecuador"
"893","La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,"66%","France",3.5," ","Dominican Republic"
"894","La Maison du Chocolat (Valrhona)","Grenada",741,2011,"68%","France",3.5,"Trinitario","Grenada"
"895","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,"68%","France",3.25,"Forastero","Ghana"
"896","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,"69%","France",3.5,"Criollo (Porcelana)","Venezuela"
"897","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,"74%","France",3.5,"Blend","Ven., Indonesia, Ecuad."
"898","La Oroquidea","Peruvian Amazon",721,2011,"72%","Peru",2.5," ","Peru"
"899","La Pepa de Oro","Vinces",713,2011,"60%","Ecuador",3.25," ","Ecuador"
"900","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,"75%","France",2.75,"Trinitario","Madagascar"
"901","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,"75%","France",2.75,"Trinitario","Vietnam"
"902","Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,"75%","France",3," ","Cuba"
"903","Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,"75%","France",3.25," ","Peru"
"904","Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,"75%","France",3," ","Ivory Coast"
"905","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,"75%","France",3.5,"Forastero","Sao Tome"
"906","Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,"75%","France",3.25," ","Brazil"
"907","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,"75%","France",3.75,"Trinitario","Vietnam"
"908","Laia aka Chat-Noir","Cuba",1434,2014,"70%","France",2.75," ","Cuba"
"909","Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,"68%","France",2.75," ","Trinidad-Tobago"
"910","Lajedo do Ouro","Catongo",927,2012,"70%","Brazil",3.5,"Forastero (Catongo)","Brazil"
"911","Lake Champlain (Callebaut)","Tanzania",327,2009,"75%","U.S.A.",2.5," ","Tanzania"
"912","L'Amourette","Rugoso",1784,2016,"80%","U.S.A.",3.5,"Trinitario","Nicaragua"
"913","L'Amourette","Carenero Superior",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela"
"914","L'Amourette","Rio Caribe",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela"
"915","L'Amourette","Blend",853,2012,"72%","U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela"
"916","Letterpress","La Masica, Batch 7, FHIA",1952,2017,"70%","U.S.A.",3.5," ","Honduras"
"917","Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,"70%","U.S.A.",3.25," ","Belize"
"918","Letterpress","Liberia",1728,2016,"70%","U.S.A.",3.25," ","Liberia"
"919","Letterpress","Beniamo",1562,2015,"70%","U.S.A.",3.25," ","Bolivia"
"920","Letterpress","San Juan Estate, Gran Couva",1562,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad"
"921","Letterpress","San Andres",1566,2015,"70%","U.S.A.",3," ","Costa Rica"
"922","Letterpress","La Red, Guaconejo",1566,2015,"70%","U.S.A.",3.25," ","Domincan Republic"
"923","Letterpress","Kokoa Kamili",1566,2015,"70%","U.S.A.",3.5," ","Tanzania"
"924","Letterpress","Maranura",1371,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"925","Levy","Sambirano",1231,2014,"71%","Finland",3.5,"Criollo","Madagascar"
"926","Lilla","Madagascar",1856,2016,"70%","Finland",3,"Trinitario","Madagascar"
"927","Lillie Belle","Perfect Illusion",855,2012,"65%","U.S.A.",3.5,"Criollo","Peru"
"928","Lillie Belle","Bolivia, Wild Thing",903,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia"
"929","Lillie Belle","La Selva",903,2012,"68%","U.S.A.",3.75," ","Peru"
"930","Lillie Belle","Purple Haze",947,2012,"75%","U.S.A.",2.75," ","Venezuela, Dom. Rep."
"931","Lillie Belle","The Other One, Grand Cru",947,2012,"74%","U.S.A.",3," ","Dominican Republic"
"932","Lillie Belle","Wild Thing",947,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia"
"933","Loiza","Puerto Rico",1049,2013,"65%","Puerto Rico",2.5," ","Puerto Rico"
"934","Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,"70%","U.S.A.",3.75," ","Hawaii"
"935","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"65%","U.S.A.",3.25," ","Hawaii"
"936","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"75%","U.S.A.",3.75," ","Hawaii"
"937","Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,"71%","U.S.A.",3," ","Hawaii"
"938","Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,"72%","U.S.A.",3," ","Hawaii"
"939","Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,"70%","U.S.A.",3.5," ","Hawaii"
"940","Love Bar","Nicaragua",1502,2015,"75%","U.S.A.",2," ","Nicaragua"
"941","Luker","Selva",552,2010,"46%","Colombia",2.75," ","Colombia, Ecuador"
"942","Luker","Macondo",552,2010,"60%","Colombia",3," ","Colombia, Ecuador"
"943","Luker","Misterio",552,2010,"58%","Colombia",3," ","Colombia, Ecuador"
"944","Luker","Santander",552,2010,"65%","Colombia",3.5," ","Colombia"
"945","Machu Picchu Trading Co.","Peru",721,2011,"70%","Peru",1.5," ","Peru"
"946","Machu Picchu Trading Co.","Peru",552,2010,"55%","Peru",2.25," ","Peru"
"947","Madecasse (Cinagra)","Madagascar",284,2008,"67%","Madagascar",3.5,"Trinitario","Madagascar"
"948","Madecasse (Cinagra)","Madagascar",284,2008,"70%","Madagascar",3.75,"Trinitario","Madagascar"
"949","Madecasse (Cinagra)","Madagascar",284,2008,"63%","Madagascar",4,"Trinitario","Madagascar"
"950","Madecasse (Cinagra)","Madagascar",288,2008,"75%","Madagascar",3.5,"Trinitario","Madagascar"
"951","Madre","Guadalcanal",1940,2017,"73%","U.S.A.",3.5," ","Solomon Islands"
"952","Madre","Puerto Rico",1085,2013,"70%","U.S.A.",2.75," ","Puerto Rico"
"953","Madre","Brazil",1085,2013,"70%","U.S.A.",3.5," ","Brazil"
"954","Madre","Choobua, Kona",1089,2013,"70%","U.S.A.",2.75," ","Hawaii"
"955","Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,"70%","U.S.A.",2.75," ","Mexico"
"956","Madre","Hamakua Coast, Kokoleka",991,2012,"70%","U.S.A.",3.25," ","Hawaii"
"957","Madre","Criollo, Hawaii",995,2012,"70%","U.S.A.",3.25,"Criollo","Hawaii"
"958","Madre","Kaua'i",995,2012,"70%","U.S.A.",3.5," ","Hawaii"
"959","Madre","Dominican",672,2011,"70%","U.S.A.",2.5," ","Dominican Republic"
"960","Madre","Upala",693,2011,"70%","U.S.A.",2.75," ","Costa Rica"
"961","Madre","Chiapas, Triple Cacao",607,2010,"72%","U.S.A.",2.75," ","Mexico"
"962","Maglio","Africa",300,2008,"75%","Italy",2," ","Tanzania"
"963","Maglio","Ecuador",308,2008,"70%","Italy",3,"Forastero (Nacional)","Ecuador"
"964","Maglio","Cuba",308,2008,"70%","Italy",3.25,"Criollo","Cuba"
"965","Maglio","Santo Domingo",308,2008,"70%","Italy",3.75,"Blend-Forastero,Criollo","Dominican Republic"
"966","Majani","Ecuador",531,2010,"70%","Italy",2," ","Ecuador"
"967","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,"75%","Madagascar",2.75,"Trinitario","Madagascar"
"968","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,"73%","Madagascar",3.5,"Trinitario","Madagascar"
"969","Malagos","Davao, Mt. Talamo foothills",1121,2013,"65%","Philippines",3.5,"Trinitario","Philippines"
"970","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,"55%","U.S.A.",3.5," ","Hawaii"
"971","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"55%","U.S.A.",2.75,"Blend","Hawaii"
"972","Malmo","Chuao",1856,2016,"70%","Sweden",3," ","Venezuela"
"973","Mana","Ecuador",1446,2015,"74%","U.S.A.",2.5," ","Ecuador"
"974","Mana","Peru",1219,2014,"74%","U.S.A.",2.5," ","Peru"
"975","Mana","Venezuela",1219,2014,"74%","U.S.A.",2.75," ","Venezuela"
"976","Mana","Conacado",821,2012,"74%","U.S.A.",3.75," ","Dominican Republic"
"977","Manifesto Cacao","Colombia",1331,2014,"70%","Colombia",2.75," ","Colombia"
"978","Manoa","Markham Valley",1522,2015,"72%","U.S.A.",3.5," ","Papua New Guinea"
"979","Manoa","Coto Brus",1522,2015,"72%","U.S.A.",3.75," ","Costa Rica"
"980","Manoa","Waiahole, O'ahu",1089,2013,"72%","U.S.A.",3.75," ","Hawaii"
"981","Manoa","Liberia, #174",1003,2012,"72%","U.S.A.",3.25," ","Liberia"
"982","Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,"72%","U.S.A.",2.75," ","Hawaii"
"983","Manoa","Piura",1007,2012,"72%","U.S.A.",3," ","Peru"
"984","Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,"72%","U.S.A.",3.25," ","Hawaii"
"985","Manufaktura Czekolady","Johe",1844,2016,"70%","Poland",3.75," ","Nicaragua"
"986","Manufaktura Czekolady","Peru",1848,2016,"70%","Poland",3.5," ","Peru"
"987","Manufaktura Czekolady","Porcelana",1255,2014,"70%","Poland",3.75,"Criollo","Venezuela"
"988","Manufaktura Czekolady","Kolumbia",1279,2014,"85%","Poland",3.5," ","Colombia"
"989","Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,"70%","Poland",3.25," ","Dominican Republic"
"990","Manufaktura Czekolady","Grand Cru Ghana",871,2012,"70%","Poland",3.5,"Forastero","Ghana"
"991","Manufaktura Czekolady","Grand Cru Ecuador",875,2012,"70%","Poland",3.25," ","Ecuador"
"992","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,"75%","U.S.A.",3.25,"Trinitario","Vietnam"
"993","Map Chocolate","ROIG, 2014",1474,2015,"70%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic"
"994","Map Chocolate","Maranon, 2014",1474,2015,"62%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"995","Map Chocolate","Ecuador",1478,2015,"70%","U.S.A.",3.5,"Trinitario","Ecuador"
"996","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad"
"997","Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,"70%","U.S.A.",3.5," ","Nicaragua"
"998","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,"68%","U.S.A.",3.5,"Criollo","Peru"
"999","Map Chocolate","Colombia",1610,2015,"75%","U.S.A.",2.75," ","Colombia"
"1000","Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,"72%","U.S.A.",3," ","Tanzania"
"1001","Map Chocolate","Le Chocolat Chaud",1634,2015,"78%","U.S.A.",3.5," ","Honduras"
"1002","Marana","Piura",1872,2016,"70%","Peru",3," ","Peru"
"1003","Marana","Cusco",1884,2016,"70%","Peru",2.75," ","Peru"
"1004","Marana","San Martin",1884,2016,"70%","Peru",3," ","Peru"
"1005","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,"85%","Vietnam",3.25,"Trinitario","Vietnam"
"1006","Marou","Ben Tre",1650,2015,"68%","Vietnam",3.5,"Trinitario","Vietnam"
"1007","Marou","Dak Lak, Batch 2451",1650,2015,"70%","Vietnam",3.75,"Trinitario","Vietnam"
"1008","Marou","Tan Phu Dong, Treasure Island",1149,2013,"75%","Vietnam",3.5,"Trinitario","Vietnam"
"1009","Marou","Ba Ria",845,2012,"76%","Vietnam",3.5,"Trinitario","Vietnam"
"1010","Marou","Dong Nai",845,2012,"72%","Vietnam",3.5,"Trinitario","Vietnam"
"1011","Marou","Tien Giang, Gao Co-op",845,2012,"70%","Vietnam",3.5,"Trinitario","Vietnam"
"1012","Marou","Ben Tre",849,2012,"78%","Vietnam",3.5,"Trinitario","Vietnam"
"1013","Marou","Tien Giang",895,2012,"80%","Vietnam",3,"Trinitario","Vietnam"
"1014","Marou","Lam Dong",955,2012,"74%","Vietnam",3.5,"Trinitario","Vietnam"
"1015","Mars","Matina 1-6, prototype",537,2010,"65%","U.S.A.",3," ","Costa Rica"
"1016","Mars","Ivory Coast",544,2010,"65%","U.S.A.",3," ","Ivory Coast"
"1017","Mars","Nigeria",544,2010,"65%","U.S.A.",3.25," ","Nigeria"
"1018","Mars","Ghana, prototype",544,2010,"65%","U.S.A.",3.5,"Forastero","Ghana"
"1019","Marsatta","Dominican Republic",1189,2013,"74%","U.S.A.",2.25," ","Dominican Republic"
"1020","Marsatta","Dominican Republic",1189,2013,"89%","U.S.A.",2.5," ","Dominican Republic"
"1021","Martin Mayer","Alto Beni",1836,2016,"76%","Austria",2.75," ","Bolivia"
"1022","Martin Mayer","Pisa",1836,2016,"82%","Austria",3," ","Haiti"
"1023","Martin Mayer","Tumaco",1836,2016,"74%","Austria",3.25," ","Colombia"
"1024","Mast Brothers","Guatemala",1450,2015,"76%","U.S.A.",3," ","Guatemala"
"1025","Mast Brothers","Tanzania",1450,2015,"74%","U.S.A.",3.25," ","Tanzania"
"1026","Mast Brothers","French Laundry 20th Anniversary",1359,2014,"75%","U.S.A.",3.75,"Blend","Peru, Belize"
"1027","Mast Brothers","Shake Shack",959,2012,"73%","U.S.A.",3.5,"Blend","Peru, Mad., Dom. Rep."
"1028","Mast Brothers","Chuao",999,2012,"73%","U.S.A.",2.75,"Trinitario","Venezuela"
"1029","Mast Brothers","Chuao, Med. Roast",701,2011,"76%","U.S.A.",3,"Trinitario","Venezuela"
"1030","Mast Brothers","Chuao, Dark Roast",709,2011,"70%","U.S.A.",3,"Trinitario","Venezuela"
"1031","Mast Brothers","Chuao, Light Roast",713,2011,"81%","U.S.A.",2.75,"Trinitario","Venezuela"
"1032","Mast Brothers","Moho River",773,2011,"70%","U.S.A.",3.5,"Trinitario","Belize"
"1033","Mast Brothers","Papua New Guinea",777,2011,"71%","U.S.A.",2.75," ","Papua New Guinea"
"1034","Mast Brothers","San Martin",777,2011,"75%","U.S.A.",3," ","Peru"
"1035","Mast Brothers","Conacado",777,2011,"73%","U.S.A.",3.25," ","Dominican Republic"
"1036","Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,"74%","U.S.A.",3.75," ","Dominican Republic"
"1037","Mast Brothers","Patanemo",572,2010,"81%","U.S.A.",2.75,"Criollo","Venezuela"
"1038","Mast Brothers","Ocumare de la Costa",572,2010,"75%","U.S.A.",3," ","Venezuela"
"1039","Mast Brothers","Dominican Republic, Coop",572,2010,"70%","U.S.A.",3.25," ","Dominican Republic"
"1040","Matale","Malekula P., 2013",1177,2013,"72%","Australia",3.5,"Trinitario","Vanuatu"
"1041","Matale","Somia, 2013",1177,2013,"68%","Australia",4,"Trinitario","Madagascar"
"1042","Matale","Kulili P., 2013",1177,2013,"74%","Australia",4,"Trinitario","Papua New Guinea"
"1043","Matale","Blend",1181,2013,"70%","Australia",3.75,"Trinitario","PNG, Vanuatu, Mad"
"1044","Maverick","Maya Mountain",1367,2014,"70%","U.S.A.",3.25,"Trinitario","Belize"
"1045","Maverick","Elvesia",1367,2014,"70%","U.S.A.",3.25," ","Dominican Republic"
"1046","Maverick","Tumbes",1430,2014,"82%","U.S.A.",3.25,"Criollo","Peru"
"1047","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,"63%","U.S.A.",3.5,"Criollo","Peru"
"1048","Mayacama","Hispaniola",1728,2016,"72%","U.S.A.",3," ","Domincan Republic"
"1049","Meadowlands","Bolivia",1287,2014,"70%","U.S.A.",2.5," ","Bolivia"
"1050","Meadowlands","Venezuela",1287,2014,"70%","U.S.A.",2.75," ","Venezuela"
"1051","Meadowlands","Belize",1287,2014,"70%","U.S.A.",3,"Trinitario","Belize"
"1052","Meadowlands","Nicaragua, w/ inbs",1291,2014,"70%","U.S.A.",3," ","Nicaragua"
"1053","Meadowlands","Dominican Republic",1291,2014,"70%","U.S.A.",3.5," ","Dominican Republic"
"1054","Menakao (aka Cinagra)","Madagascar",837,2012,"80%","Madagascar",2.5,"Trinitario","Madagascar"
"1055","Menakao (aka Cinagra)","Madagascar",841,2012,"72%","Madagascar",2.5,"Trinitario","Madagascar"
"1056","Mesocacao","El Salvador",1494,2015,"80%","Honduras",2.75," ","El Salvador"
"1057","Mesocacao","El Salvador",1494,2015,"70%","Honduras",3," ","El Salvador"
"1058","Mesocacao","Honduras",1347,2014,"80%","Honduras",3.25," ","Honduras"
"1059","Mesocacao","Honduras",1347,2014,"70%","Honduras",3.5," ","Honduras"
"1060","Mesocacao","La Tronca, Matagalpa",1351,2014,"70%","Honduras",3.25," ","Nicaragua"
"1061","Mesocacao","La Tronca, Matagalpa",1351,2014,"80%","Honduras",3.5," ","Nicaragua"
"1062","Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,"70%","Sweden",3," ","Brazil"
"1063","Metiisto","Akesson Estate",1267,2014,"72%","Sweden",3.5,"Trinitario","Madagascar"
"1064","Metropolitan","South America",1688,2015,"70%","Amsterdam",3.5,"Trinitario","South America"
"1065","Michel Cluizel","Chiapas, Mokaya P.",963,2012,"66%","France",3.75," ","Mexico"
"1066","Michel Cluizel","Carenero Superior, Concepcion",117,2007,"66%","France",3.5,"Trinitario","Venezuela"
"1067","Michel Cluizel","Vila Gracinda",135,2007,"67%","France",3.5,"Forastero","Sao Tome"
"1068","Michel Cluizel","Tamarina",24,2006,"70%","France",3,"Forastero","Sao Tome"
"1069","Michel Cluizel","Los Ancones P.",24,2006,"67%","France",4," ","Dominican Republic"
"1070","Michel Cluizel","Mangaro P.",24,2006,"65%","France",4,"Trinitario","Madagascar"
"1071","Michel Cluizel","Maralumi P.",24,2006,"64%","France",4," ","Papua New Guinea"
"1072","Middlebury","Maya Mountain",1490,2015,"80%","U.S.A.",3.5,"Trinitario","Belize"
"1073","Middlebury","San Juan Estate",1490,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad"
"1074","Middlebury","Oko Caribe",1490,2015,"75%","U.S.A.",3.75," ","Dominican Republic"
"1075","Middlebury","Patanemo, Epoch, Donaldo",1490,2015,"75%","U.S.A.",3.75," ","Venezuela"
"1076","Middlebury","Kokoa Kamili",1538,2015,"75%","U.S.A.",3.25," ","Tanzania"
"1077","Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,"70%","U.S.A.",3.5," ","Nicaragua"
"1078","Middlebury","La Red",1117,2013,"75%","U.S.A.",2.5," ","Dominican Republic"
"1079","Middlebury","Belize",1117,2013,"80%","U.S.A.",3.25,"Trinitario","Belize"
"1080","Middlebury","Alto Beni",887,2012,"75%","U.S.A.",2,"Criollo","Bolivia"
"1081","Middlebury","Balinese, Java",887,2012,"70%","U.S.A.",2.5,"Criollo","Indonesia"
"1082","Millcreek Cacao Roasters","Ecuador",1073,2013,"70%","U.S.A.",2.5,"Forastero (Nacional)","Ecuador"
